sku,month,opening_units,forecast_units,scheduled_receipts,planned_receipts,closing_units,stockout_units,reorder_point,safety_stock,order_up_to,months_of_cover,weeks_of_supply,unit_cost_usd,supplier_id,lead_time_days,order_placed_units,order_deferred_units,order_arrival_month,order_value_usd,deferred_value_usd,closing_value_usd,is_stockout,division,category,subcategory
BTR-1103,2027-07,10697.0,2245.0,0.0,2244.0,10696.0,0.0,8908.0,2357.0,10695.0,4.44,19.2,20.1663,SUP-04,110,0,0,,0.0,0.0,215698.74,False,Indoor Growing,Water Garden,Systems
BTR-1103,2027-08,10696.0,2411.0,0.0,2412.0,10697.0,0.0,8908.0,2357.0,10695.0,,,20.1663,SUP-04,110,0,0,,0.0,0.0,215718.91,False,Indoor Growing,Water Garden,Systems
BTR-1201,2026-09,20036.0,5696.0,0.0,0.0,14340.0,0.0,30694.0,7199.0,37102.0,2.04,8.8,5.2816,SUP-04,110,26964,0,2027-01,142413.06,0.0,75738.14,False,Indoor Growing,Herb Kits,Single Herb
BTR-1201,2026-10,14340.0,6132.0,5079.0,0.0,13287.0,0.0,30694.0,7199.0,37102.0,1.87,8.1,5.2816,SUP-04,110,0,0,,0.0,0.0,70176.62,False,Indoor Growing,Herb Kits,Single Herb
BTR-1201,2026-11,13287.0,8794.0,9134.0,0.0,13627.0,0.0,30694.0,7199.0,37102.0,1.97,8.5,5.2816,SUP-04,110,14292,0,2027-03,75484.63,0.0,71972.36,False,Indoor Growing,Herb Kits,Single Herb
BTR-1201,2026-12,13627.0,6556.0,8817.0,0.0,15888.0,0.0,30694.0,7199.0,37102.0,2.28,9.9,5.2816,SUP-04,110,9108,0,2027-04,48104.81,0.0,83914.06,False,Indoor Growing,Herb Kits,Single Herb
BTR-1201,2027-01,15888.0,5740.0,0.0,26964.0,37112.0,0.0,30694.0,7199.0,37102.0,5.19,22.5,5.2816,SUP-04,110,8184,0,2027-05,43224.61,0.0,196010.74,False,Indoor Growing,Herb Kits,Single Herb
BTR-1201,2027-02,37112.0,6371.0,0.0,0.0,30741.0,0.0,30694.0,7199.0,37102.0,4.22,18.3,5.2816,SUP-04,110,6504,0,2027-06,34351.53,0.0,162361.67,False,Indoor Growing,Herb Kits,Single Herb
BTR-1201,2027-03,30741.0,7929.0,0.0,14292.0,37104.0,0.0,30694.0,7199.0,37102.0,5.19,22.5,5.2816,SUP-04,110,0,0,,0.0,0.0,195968.49,False,Indoor Growing,Herb Kits,Single Herb
BTR-1201,2027-04,37104.0,9105.0,0.0,9108.0,37107.0,0.0,30694.0,7199.0,37102.0,5.57,24.1,5.2816,SUP-04,110,11940,0,2027-08,63062.3,0.0,195984.33,False,Indoor Growing,Herb Kits,Single Herb
BTR-1201,2027-05,37107.0,8184.0,0.0,8184.0,37107.0,0.0,30694.0,7199.0,37102.0,6.04,26.1,5.2816,SUP-04,110,0,0,,0.0,0.0,195984.33,False,Indoor Growing,Herb Kits,Single Herb
BTR-1201,2027-06,37107.0,6501.0,0.0,6504.0,37110.0,0.0,30694.0,7199.0,37102.0,6.22,26.9,5.2816,SUP-04,110,0,0,,0.0,0.0,196000.18,False,Indoor Growing,Herb Kits,Single Herb
BTR-1201,2027-07,37110.0,5825.0,0.0,0.0,31285.0,0.0,30694.0,7199.0,37102.0,5.11,22.1,5.2816,SUP-04,110,0,0,,0.0,0.0,165234.86,False,Indoor Growing,Herb Kits,Single Herb
BTR-1201,2027-08,31285.0,6117.0,0.0,11940.0,37108.0,0.0,30694.0,7199.0,37102.0,,,5.2816,SUP-04,110,0,0,,0.0,0.0,195989.61,False,Indoor Growing,Herb Kits,Single Herb
BTR-1202,2026-09,15514.0,3584.0,0.0,0.0,11930.0,0.0,21165.0,5160.0,25530.0,2.93,12.7,5.2816,SUP-04,110,9396,0,2027-01,49625.91,0.0,63009.49,False,Indoor Growing,Herb Kits,Single Herb
BTR-1202,2026-10,11930.0,3806.0,5478.0,0.0,13602.0,0.0,21165.0,5160.0,25530.0,3.31,14.3,5.2816,SUP-04,110,0,0,,0.0,0.0,71840.32,False,Indoor Growing,Herb Kits,Single Herb
BTR-1202,2026-11,13602.0,5384.0,8250.0,0.0,16468.0,0.0,21165.0,5160.0,25530.0,4.16,18.0,5.2816,SUP-04,110,8340,0,2027-03,44048.54,0.0,86977.39,False,Indoor Growing,Herb Kits,Single Herb
BTR-1202,2026-12,16468.0,3959.0,7055.0,0.0,19564.0,0.0,21165.0,5160.0,25530.0,4.94,21.4,5.2816,SUP-04,110,5196,0,2027-04,27443.19,0.0,103329.22,False,Indoor Growing,Herb Kits,Single Herb
BTR-1202,2027-01,19564.0,3420.0,0.0,9396.0,25540.0,0.0,21165.0,5160.0,25530.0,6.32,27.4,5.2816,SUP-04,110,4620,0,2027-05,24400.99,0.0,134892.06,False,Indoor Growing,Herb Kits,Single Herb
BTR-1202,2027-02,25540.0,3744.0,0.0,0.0,21796.0,0.0,21165.0,5160.0,25530.0,5.33,23.1,5.2816,SUP-04,110,0,0,,0.0,0.0,115117.75,False,Indoor Growing,Herb Kits,Single Herb
