division,category,subcategory,sku,month,month_no,horizon_step,base_level,seasonal_index,yoy_growth,statistical_forecast,manual_override,final_forecast,override_source
Indoor Growing,Herb Kits,Single Herb,BTR-1202,2027-01,1,5,4314.344938145499,0.8394963661808496,-0.07375893677906453,3420.0,,3420.0,statistical
Indoor Growing,Herb Kits,Single Herb,BTR-1202,2027-02,2,6,4314.344938145499,0.9250025068338471,-0.07375893677906453,3744.0,,3744.0,statistical
Indoor Growing,Herb Kits,Single Herb,BTR-1202,2027-03,3,7,4314.344938145499,1.1427439149333183,-0.07375893677906453,4596.0,,4596.0,statistical
Indoor Growing,Herb Kits,Single Herb,BTR-1202,2027-04,4,8,4314.344938145499,1.3028115776486335,-0.07375893677906453,5206.0,,5206.0,statistical
Indoor Growing,Herb Kits,Single Herb,BTR-1202,2027-05,5,9,4314.344938145499,1.1625195642032846,-0.07375893677906453,4616.0,,4616.0,statistical
Indoor Growing,Herb Kits,Single Herb,BTR-1202,2027-06,6,10,4314.344938145499,0.9167992745440833,-0.07375893677906453,3617.0,,3617.0,statistical
Indoor Growing,Herb Kits,Single Herb,BTR-1202,2027-07,7,11,4314.344938145499,0.8154307612491445,-0.07375893677906453,3197.0,,3197.0,statistical
Indoor Growing,Herb Kits,Single Herb,BTR-1202,2027-08,8,12,4314.344938145499,0.850127085576768,-0.07375893677906453,3312.0,,3312.0,statistical
Indoor Growing,Herb Kits,Single Herb,BTR-1203,2026-09,9,1,3110.4057188195475,0.857681592864025,0.14470331204061204,2822.0,,2822.0,statistical
Indoor Growing,Herb Kits,Single Herb,BTR-1203,2026-10,10,2,3110.4057188195475,0.9165900084142423,0.14470331204061204,3050.0,,3050.0,statistical
Indoor Growing,Herb Kits,Single Herb,BTR-1203,2026-11,11,3,3110.4057188195475,1.305008872011963,0.14470331204061204,4392.0,,4392.0,statistical
Indoor Growing,Herb Kits,Single Herb,BTR-1203,2026-12,12,4,3110.4057188195475,0.9657884755398413,0.14470331204061204,3287.0,,3287.0,statistical
Indoor Growing,Herb Kits,Single Herb,BTR-1203,2027-01,1,5,3110.4057188195475,0.8394963661808496,0.14470331204061204,2890.0,,2890.0,statistical
Indoor Growing,Herb Kits,Single Herb,BTR-1203,2027-02,2,6,3110.4057188195475,0.9250025068338471,0.14470331204061204,3220.0,,3220.0,statistical
Indoor Growing,Herb Kits,Single Herb,BTR-1203,2027-03,3,7,3110.4057188195475,1.1427439149333183,0.14470331204061204,4023.0,,4023.0,statistical
Indoor Growing,Herb Kits,Single Herb,BTR-1203,2027-04,4,8,3110.4057188195475,1.3028115776486335,0.14470331204061204,4639.0,,4639.0,statistical
Indoor Growing,Herb Kits,Single Herb,BTR-1203,2027-05,5,9,3110.4057188195475,1.1625195642032846,0.14470331204061204,4186.0,,4186.0,statistical
Indoor Growing,Herb Kits,Single Herb,BTR-1203,2027-06,6,10,3110.4057188195475,0.9167992745440833,0.14470331204061204,3339.0,,3339.0,statistical
Indoor Growing,Herb Kits,Single Herb,BTR-1203,2027-07,7,11,3110.4057188195475,0.8154307612491445,0.14470331204061204,3003.0,,3003.0,statistical
Indoor Growing,Herb Kits,Single Herb,BTR-1203,2027-08,8,12,3110.4057188195475,0.850127085576768,0.14470331204061204,3166.0,,3166.0,statistical
Indoor Growing,Mushroom Kits,Gifting,BTR-1005,2026-09,9,1,2332.7738391609773,0.8907634244926866,0.35,2355.0,,2355.0,statistical
Indoor Growing,Mushroom Kits,Gifting,BTR-1005,2026-10,10,2,2332.7738391609773,1.2319397820337525,0.35,3339.0,,3339.0,statistical
Indoor Growing,Mushroom Kits,Gifting,BTR-1005,2026-11,11,3,2332.7738391609773,1.5955808730972043,0.35,4434.0,,4434.0,statistical
Indoor Growing,Mushroom Kits,Gifting,BTR-1005,2026-12,12,4,2332.7738391609773,1.791441877080421,0.35,5105.0,,5105.0,statistical
Indoor Growing,Mushroom Kits,Gifting,BTR-1005,2027-01,1,5,2332.7738391609773,0.8171290201693108,0.35,2387.0,,2387.0,statistical
Indoor Growing,Mushroom Kits,Gifting,BTR-1005,2027-02,2,6,2332.7738391609773,0.7915577504291553,0.35,2371.0,,2371.0,statistical
Indoor Growing,Mushroom Kits,Gifting,BTR-1005,2027-03,3,7,2332.7738391609773,0.8503648880013429,0.35,2612.0,,2612.0,statistical
Indoor Growing,Mushroom Kits,Gifting,BTR-1005,2027-04,4,8,2332.7738391609773,0.857161283831485,0.35,2699.0,,2699.0,statistical
Indoor Growing,Mushroom Kits,Gifting,BTR-1005,2027-05,5,9,2332.7738391609773,0.8129236654640332,0.35,2625.0,,2625.0,statistical
Indoor Growing,Mushroom Kits,Gifting,BTR-1005,2027-06,6,10,2332.7738391609773,0.7690387542654109,0.35,2546.0,,2546.0,statistical
Indoor Growing,Mushroom Kits,Gifting,BTR-1005,2027-07,7,11,2332.7738391609773,0.7708022901095597,0.35,2617.0,,2617.0,statistical
Indoor Growing,Mushroom Kits,Gifting,BTR-1005,2027-08,8,12,2332.7738391609773,0.8212963910256375,0.35,2859.0,,2859.0,statistical
Indoor Growing,Mushroom Kits,Multi-Packs,BTR-1004,2026-09,9,1,2512.2755592917547,0.8907634244926866,-0.07537030041489146,2166.0,,2166.0,statistical
Indoor Growing,Mushroom Kits,Multi-Packs,BTR-1004,2026-10,10,2,2512.2755592917547,1.2319397820337525,-0.07537030041489146,2976.0,,2976.0,statistical
Indoor Growing,Mushroom Kits,Multi-Packs,BTR-1004,2026-11,11,3,2512.2755592917547,1.5955808730972043,-0.07537030041489146,3829.0,,3829.0,statistical
Indoor Growing,Mushroom Kits,Multi-Packs,BTR-1004,2026-12,12,4,2512.2755592917547,1.791441877080421,-0.07537030041489146,4272.0,,4272.0,statistical
Indoor Growing,Mushroom Kits,Multi-Packs,BTR-1004,2027-01,1,5,2512.2755592917547,0.8171290201693108,-0.07537030041489146,1936.0,,1936.0,statistical
Indoor Growing,Mushroom Kits,Multi-Packs,BTR-1004,2027-02,2,6,2512.2755592917547,0.7915577504291553,-0.07537030041489146,1863.0,,1863.0,statistical
Indoor Growing,Mushroom Kits,Multi-Packs,BTR-1004,2027-03,3,7,2512.2755592917547,0.8503648880013429,-0.07537030041489146,1988.0,,1988.0,statistical
Indoor Growing,Mushroom Kits,Multi-Packs,BTR-1004,2027-04,4,8,2512.2755592917547,0.857161283831485,-0.07537030041489146,1991.0,,1991.0,statistical
Indoor Growing,Mushroom Kits,Multi-Packs,BTR-1004,2027-05,5,9,2512.2755592917547,0.8129236654640332,-0.07537030041489146,1876.0,,1876.0,statistical
Indoor Growing,Mushroom Kits,Multi-Packs,BTR-1004,2027-06,6,10,2512.2755592917547,0.7690387542654109,-0.07537030041489146,1763.0,,1763.0,statistical
Indoor Growing,Mushroom Kits,Multi-Packs,BTR-1004,2027-07,7,11,2512.2755592917547,0.7708022901095597,-0.07537030041489146,1756.0,,1756.0,statistical
Indoor Growing,Mushroom Kits,Multi-Packs,BTR-1004,2027-08,8,12,2512.2755592917547,0.8212963910256375,-0.07537030041489146,1859.0,,1859.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1001,2026-09,9,1,18131.115507975985,0.8907634244926866,0.16403508752333096,17206.0,,17206.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1001,2026-10,10,2,18131.115507975985,1.2319397820337525,0.16403508752333096,24099.0,,24099.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1001,2026-11,11,3,18131.115507975985,1.5955808730972043,0.16403508752333096,31610.0,,31610.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1001,2026-12,12,4,18131.115507975985,1.791441877080421,0.16403508752333096,35942.0,,35942.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1001,2027-01,1,5,18131.115507975985,0.8171290201693108,0.16403508752333096,16603.0,,16603.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1001,2027-02,2,6,18131.115507975985,0.7915577504291553,0.16403508752333096,16288.0,,16288.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1001,2027-03,3,7,18131.115507975985,0.8503648880013429,0.16403508752333096,17721.0,,17721.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1001,2027-04,4,8,18131.115507975985,0.857161283831485,0.16403508752333096,18091.0,,18091.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1001,2027-05,5,9,18131.115507975985,0.8129236654640332,0.16403508752333096,17376.0,,17376.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1001,2027-06,6,10,18131.115507975985,0.7690387542654109,0.16403508752333096,16647.0,,16647.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1001,2027-07,7,11,18131.115507975985,0.7708022901095597,0.16403508752333096,16898.0,,16898.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1001,2027-08,8,12,18131.115507975985,0.8212963910256375,0.16403508752333096,18234.0,,18234.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1002,2026-09,9,1,4875.406154922051,0.8907634244926866,-0.008271627881339394,4328.0,,4328.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1002,2026-10,10,2,4875.406154922051,1.2319397820337525,-0.008271627881339394,5981.0,,5981.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1002,2026-11,11,3,4875.406154922051,1.5955808730972043,-0.008271627881339394,7742.0,,7742.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1002,2026-12,12,4,4875.406154922051,1.791441877080421,-0.008271627881339394,8686.0,,8686.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1002,2027-01,1,5,4875.406154922051,0.8171290201693108,-0.008271627881339394,3959.0,,3959.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1002,2027-02,2,6,4875.406154922051,0.7915577504291553,-0.008271627881339394,3833.0,,3833.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1002,2027-03,3,7,4875.406154922051,0.8503648880013429,-0.008271627881339394,4114.0,,4114.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1002,2027-04,4,8,4875.406154922051,0.857161283831485,-0.008271627881339394,4144.0,,4144.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1002,2027-05,5,9,4875.406154922051,0.8129236654640332,-0.008271627881339394,3928.0,,3928.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1002,2027-06,6,10,4875.406154922051,0.7690387542654109,-0.008271627881339394,3713.0,,3713.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1002,2027-07,7,11,4875.406154922051,0.7708022901095597,-0.008271627881339394,3719.0,,3719.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1002,2027-08,8,12,4875.406154922051,0.8212963910256375,-0.008271627881339394,3960.0,,3960.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1003,2026-09,9,1,3084.2527580499745,0.8907634244926866,-0.0433381339929072,2697.0,,2697.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1003,2026-10,10,2,3084.2527580499745,1.2319397820337525,-0.0433381339929072,3716.0,,3716.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1003,2026-11,11,3,3084.2527580499745,1.5955808730972043,-0.0433381339929072,4796.0,,4796.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1003,2026-12,12,4,3084.2527580499745,1.791441877080421,-0.0433381339929072,5364.0,,5364.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1003,2027-01,1,5,3084.2527580499745,0.8171290201693108,-0.0433381339929072,2438.0,,2438.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1003,2027-02,2,6,3084.2527580499745,0.7915577504291553,-0.0433381339929072,2353.0,,2353.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1003,2027-03,3,7,3084.2527580499745,0.8503648880013429,-0.0433381339929072,2518.0,,2518.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1003,2027-04,4,8,3084.2527580499745,0.857161283831485,-0.0433381339929072,2529.0,,2529.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1003,2027-05,5,9,3084.2527580499745,0.8129236654640332,-0.0433381339929072,2390.0,,2390.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1003,2027-06,6,10,3084.2527580499745,0.7690387542654109,-0.0433381339929072,2252.0,,2252.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1003,2027-07,7,11,3084.2527580499745,0.7708022901095597,-0.0433381339929072,2249.0,,2249.0,statistical
Indoor Growing,Mushroom Kits,Single Kits,BTR-1003,2027-08,8,12,3084.2527580499745,0.8212963910256375,-0.0433381339929072,2388.0,,2388.0,statistical
Indoor Growing,Water Garden,Consumables,BTR-1102,2026-09,9,1,3656.258191457031,0.8340360765522049,0.07292541909379824,3140.0,,3140.0,statistical
Indoor Growing,Water Garden,Consumables,BTR-1102,2026-10,10,2,3656.258191457031,1.0748868311746973,0.07292541909379824,4071.0,,4071.0,statistical
Indoor Growing,Water Garden,Consumables,BTR-1102,2026-11,11,3,3656.258191457031,1.178909847897171,0.07292541909379824,4491.0,,4491.0,statistical
Indoor Growing,Water Garden,Consumables,BTR-1102,2026-12,12,4,3656.258191457031,1.1696717367609657,0.07292541909379824,4482.0,,4482.0,statistical
Indoor Growing,Water Garden,Consumables,BTR-1102,2027-01,1,5,3656.258191457031,0.7728100236648042,0.07292541909379824,2979.0,,2979.0,statistical
Indoor Growing,Water Garden,Consumables,BTR-1102,2027-02,2,6,3656.258191457031,0.7501389448050354,0.07292541909379824,2908.0,,2908.0,statistical
Indoor Growing,Water Garden,Consumables,BTR-1102,2027-03,3,7,3656.258191457031,1.0068735945953908,0.07292541909379824,3927.0,,3927.0,statistical
Indoor Growing,Water Garden,Consumables,BTR-1102,2027-04,4,8,3656.258191457031,1.037133121888471,0.07292541909379824,4069.0,,4069.0,statistical
Indoor Growing,Water Garden,Consumables,BTR-1102,2027-05,5,9,3656.258191457031,1.2095935741709953,0.07292541909379824,4773.0,,4773.0,statistical
Indoor Growing,Water Garden,Consumables,BTR-1102,2027-06,6,10,3656.258191457031,1.0476909631869913,0.07292541909379824,4158.0,,4158.0,statistical
Indoor Growing,Water Garden,Consumables,BTR-1102,2027-07,7,11,3656.258191457031,0.9326859061852532,0.07292541909379824,3724.0,,3724.0,statistical
Indoor Growing,Water Garden,Consumables,BTR-1102,2027-08,8,12,3656.258191457031,0.9855693791180196,0.07292541909379824,3958.0,,3958.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1101,2026-09,9,1,2834.685546752658,0.8340360765522049,-0.10675789136012881,2256.0,,2256.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1101,2026-10,10,2,2834.685546752658,1.0748868311746973,-0.10675789136012881,2880.0,,2880.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1101,2026-11,11,3,2834.685546752658,1.178909847897171,-0.10675789136012881,3129.0,,3129.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1101,2026-12,12,4,2834.685546752658,1.1696717367609657,-0.10675789136012881,3075.0,,3075.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1101,2027-01,1,5,2834.685546752658,0.7728100236648042,-0.10675789136012881,2013.0,,2013.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1101,2027-02,2,6,2834.685546752658,0.7501389448050354,-0.10675789136012881,1935.0,,1935.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1101,2027-03,3,7,2834.685546752658,1.0068735945953908,-0.10675789136012881,2574.0,,2574.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1101,2027-04,4,8,2834.685546752658,1.037133121888471,-0.10675789136012881,2626.0,,2626.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1101,2027-05,5,9,2834.685546752658,1.2095935741709953,-0.10675789136012881,3034.0,,3034.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1101,2027-06,6,10,2834.685546752658,1.0476909631869913,-0.10675789136012881,2603.0,,2603.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1101,2027-07,7,11,2834.685546752658,0.9326859061852532,-0.10675789136012881,2296.0,,2296.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1101,2027-08,8,12,2834.685546752658,0.9855693791180196,-0.10675789136012881,2403.0,,2403.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1103,2026-09,9,1,1892.8478571218527,0.8340360765522049,0.21194306920734385,1710.0,,1710.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1103,2026-10,10,2,1892.8478571218527,1.0748868311746973,0.21194306920734385,2240.0,,2240.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1103,2026-11,11,3,1892.8478571218527,1.178909847897171,0.21194306920734385,2496.0,,2496.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1103,2026-12,12,4,1892.8478571218527,1.1696717367609657,0.21194306920734385,2517.0,,2517.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1103,2027-01,1,5,1892.8478571218527,0.7728100236648042,0.21194306920734385,1690.0,,1690.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1103,2027-02,2,6,1892.8478571218527,0.7501389448050354,0.21194306920734385,1667.0,,1667.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1103,2027-03,3,7,1892.8478571218527,1.0068735945953908,0.21194306920734385,2273.0,,2273.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1103,2027-04,4,8,1892.8478571218527,1.037133121888471,0.21194306920734385,2379.0,,2379.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1103,2027-05,5,9,1892.8478571218527,1.2095935741709953,0.21194306920734385,2820.0,,2820.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1103,2027-06,6,10,1892.8478571218527,1.0476909631869913,0.21194306920734385,2482.0,,2482.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1103,2027-07,7,11,1892.8478571218527,0.9326859061852532,0.21194306920734385,2245.0,,2245.0,statistical
Indoor Growing,Water Garden,Systems,BTR-1103,2027-08,8,12,1892.8478571218527,0.9855693791180196,0.21194306920734385,2411.0,,2411.0,statistical
Outdoor Gardening,Garden Kits,Beds,BTR-2201,2026-09,9,1,1692.5971625481309,0.7629511536247288,0.18194368765594748,1385.0,,1385.0,statistical
Outdoor Gardening,Garden Kits,Beds,BTR-2201,2026-10,10,2,1692.5971625481309,0.8211062397590896,0.18194368765594748,1511.0,,1511.0,statistical
Outdoor Gardening,Garden Kits,Beds,BTR-2201,2026-11,11,3,1692.5971625481309,0.9985651654045437,0.18194368765594748,1863.0,,1863.0,statistical
Outdoor Gardening,Garden Kits,Beds,BTR-2201,2026-12,12,4,1692.5971625481309,0.8119835259731633,0.18194368765594748,1536.0,,1536.0,statistical
Outdoor Gardening,Garden Kits,Beds,BTR-2201,2027-01,1,5,1692.5971625481309,0.704742925468314,0.18194368765594748,1352.0,,1352.0,statistical
Outdoor Gardening,Garden Kits,Beds,BTR-2201,2027-02,2,6,1692.5971625481309,1.0078118772419289,0.18194368765594748,1961.0,,1961.0,statistical
Outdoor Gardening,Garden Kits,Beds,BTR-2201,2027-03,3,7,1692.5971625481309,1.374598113458217,0.18194368765594748,2712.0,,2712.0,statistical
Outdoor Gardening,Garden Kits,Beds,BTR-2201,2027-04,4,8,1692.5971625481309,1.6473761126610866,0.18194368765594748,3296.0,,3296.0,statistical
Outdoor Gardening,Garden Kits,Beds,BTR-2201,2027-05,5,9,1692.5971625481309,1.4831672645144147,0.18194368765594748,3009.0,,3009.0,statistical
Outdoor Gardening,Garden Kits,Beds,BTR-2201,2027-06,6,10,1692.5971625481309,0.9459545635711437,0.18194368765594748,1946.0,,1946.0,statistical
Outdoor Gardening,Garden Kits,Beds,BTR-2201,2027-07,7,11,1692.5971625481309,0.7074531685930648,0.18194368765594748,1476.0,,1476.0,statistical
Outdoor Gardening,Garden Kits,Beds,BTR-2201,2027-08,8,12,1692.5971625481309,0.7342898897303041,0.18194368765594748,1553.0,,1553.0,statistical
Outdoor Gardening,Garden Kits,Gifting,BTR-2204,2026-09,9,1,1845.7322549129588,0.7629511536247288,0.0,1408.0,,1408.0,statistical
Outdoor Gardening,Garden Kits,Gifting,BTR-2204,2026-10,10,2,1845.7322549129588,0.8211062397590896,0.0,1516.0,,1516.0,statistical
Outdoor Gardening,Garden Kits,Gifting,BTR-2204,2026-11,11,3,1845.7322549129588,0.9985651654045437,0.0,1843.0,,1843.0,statistical
Outdoor Gardening,Garden Kits,Gifting,BTR-2204,2026-12,12,4,1845.7322549129588,0.8119835259731633,0.0,1499.0,,1499.0,statistical
Outdoor Gardening,Garden Kits,Gifting,BTR-2204,2027-01,1,5,1845.7322549129588,0.704742925468314,0.0,1301.0,,1301.0,statistical
Outdoor Gardening,Garden Kits,Gifting,BTR-2204,2027-02,2,6,1845.7322549129588,1.0078118772419289,0.0,1860.0,,1860.0,statistical
Outdoor Gardening,Garden Kits,Gifting,BTR-2204,2027-03,3,7,1845.7322549129588,1.374598113458217,0.0,2537.0,,2537.0,statistical
Outdoor Gardening,Garden Kits,Gifting,BTR-2204,2027-04,4,8,1845.7322549129588,1.6473761126610866,0.0,3041.0,,3041.0,statistical
Outdoor Gardening,Garden Kits,Gifting,BTR-2204,2027-05,5,9,1845.7322549129588,1.4831672645144147,0.0,2738.0,,2738.0,statistical
