sku,month,channel,account,node,demand_share,requirement_units,protected_minimum,allocated_units,short_units,fill_rate_pct,allocated_value_usd
BTR-1001,2026-12,Retail,Whole Foods,DC-East,0.03669892276793865,1319.0,305.0,1188.0,131.0,0.9006823351023503,8044.19
BTR-1001,2027-01,Ecommerce,Amazon,DC-East,0.1900104984480555,3155.0,0.0,3155.0,0.0,1.0,21363.14
BTR-1001,2027-01,Retail,Costco,DC-West,0.10359229505203578,1720.0,397.0,1720.0,0.0,1.0,11646.46
BTR-1001,2027-01,Ecommerce,DTC Shopify,DC-West,0.11743427058608727,1950.0,0.0,1950.0,0.0,1.0,13203.84
BTR-1001,2027-01,Retail,Home Depot,DC-West,0.17196914369180208,2855.0,659.0,2855.0,0.0,1.0,19331.78
BTR-1001,2027-01,Retail,Kroger,DC-Central,0.01789300712068651,297.0,69.0,297.0,0.0,1.0,2011.05
BTR-1001,2027-01,Retail,Lowe's,DC-Central,0.11358864341792953,1886.0,436.0,1886.0,0.0,1.0,12770.48
BTR-1001,2027-01,Retail,Target,DC-Central,0.10983430710242834,1824.0,421.0,1824.0,0.0,1.0,12350.67
BTR-1001,2027-01,Retail,Walmart,DC-East,0.13897891181303634,2307.0,533.0,2307.0,0.0,1.0,15621.16
BTR-1001,2027-01,Retail,Whole Foods,DC-East,0.03669892276793865,609.0,141.0,609.0,0.0,1.0,4123.66
BTR-1001,2027-02,Ecommerce,Amazon,DC-East,0.1900104984480555,3095.0,0.0,3095.0,0.0,1.0,20956.86
BTR-1001,2027-02,Retail,Costco,DC-West,0.10359229505203578,1687.0,390.0,1687.0,0.0,1.0,11423.01
BTR-1001,2027-02,Ecommerce,DTC Shopify,DC-West,0.11743427058608727,1913.0,0.0,1913.0,0.0,1.0,12953.31
BTR-1001,2027-02,Retail,Home Depot,DC-West,0.17196914369180208,2801.0,647.0,2801.0,0.0,1.0,18966.13
BTR-1001,2027-02,Retail,Kroger,DC-Central,0.01789300712068651,291.0,67.0,291.0,0.0,1.0,1970.42
BTR-1001,2027-02,Retail,Lowe's,DC-Central,0.11358864341792953,1850.0,427.0,1850.0,0.0,1.0,12526.72
BTR-1001,2027-02,Retail,Target,DC-Central,0.10983430710242834,1789.0,413.0,1789.0,0.0,1.0,12113.68
BTR-1001,2027-02,Retail,Walmart,DC-East,0.13897891181303634,2264.0,523.0,2264.0,0.0,1.0,15330.0
BTR-1001,2027-02,Retail,Whole Foods,DC-East,0.03669892276793865,598.0,138.0,598.0,0.0,1.0,4049.18
BTR-1001,2027-03,Ecommerce,Amazon,DC-East,0.1900104984480555,3367.0,0.0,3367.0,0.0,1.0,22798.63
BTR-1001,2027-03,Retail,Costco,DC-West,0.10359229505203578,1836.0,424.0,1836.0,0.0,1.0,12431.92
BTR-1001,2027-03,Ecommerce,DTC Shopify,DC-West,0.11743427058608727,2081.0,0.0,2081.0,0.0,1.0,14090.87
BTR-1001,2027-03,Retail,Home Depot,DC-West,0.17196914369180208,3047.0,704.0,3047.0,0.0,1.0,20631.85
BTR-1001,2027-03,Retail,Kroger,DC-Central,0.01789300712068651,317.0,73.0,317.0,0.0,1.0,2146.47
BTR-1001,2027-03,Retail,Lowe's,DC-Central,0.11358864341792953,2013.0,465.0,2013.0,0.0,1.0,13630.43
BTR-1001,2027-03,Retail,Target,DC-Central,0.10983430710242834,1946.0,449.0,1946.0,0.0,1.0,13176.76
BTR-1001,2027-03,Retail,Walmart,DC-East,0.13897891181303634,2463.0,569.0,2463.0,0.0,1.0,16677.47
BTR-1001,2027-03,Retail,Whole Foods,DC-East,0.03669892276793865,650.0,150.0,650.0,0.0,1.0,4401.28
BTR-1001,2027-04,Ecommerce,Amazon,DC-East,0.1900104984480555,3437.0,0.0,3437.0,0.0,1.0,23272.61
BTR-1001,2027-04,Retail,Costco,DC-West,0.10359229505203578,1874.0,433.0,1874.0,0.0,1.0,12689.23
BTR-1001,2027-04,Ecommerce,DTC Shopify,DC-West,0.11743427058608727,2125.0,0.0,2125.0,0.0,1.0,14388.8
BTR-1001,2027-04,Retail,Home Depot,DC-West,0.17196914369180208,3111.0,718.0,3111.0,0.0,1.0,21065.2
BTR-1001,2027-04,Retail,Kroger,DC-Central,0.01789300712068651,324.0,75.0,324.0,0.0,1.0,2193.87
BTR-1001,2027-04,Retail,Lowe's,DC-Central,0.11358864341792953,2055.0,475.0,2055.0,0.0,1.0,13914.82
BTR-1001,2027-04,Retail,Target,DC-Central,0.10983430710242834,1987.0,459.0,1987.0,0.0,1.0,13454.37
BTR-1001,2027-04,Retail,Walmart,DC-East,0.13897891181303634,2514.0,581.0,2514.0,0.0,1.0,17022.8
BTR-1001,2027-04,Retail,Whole Foods,DC-East,0.03669892276793865,664.0,153.0,664.0,0.0,1.0,4496.08
BTR-1001,2027-05,Ecommerce,Amazon,DC-East,0.1900104984480555,3302.0,0.0,3302.0,0.0,1.0,22358.5
BTR-1001,2027-05,Retail,Costco,DC-West,0.10359229505203578,1800.0,416.0,1800.0,0.0,1.0,12188.16
BTR-1001,2027-05,Ecommerce,DTC Shopify,DC-West,0.11743427058608727,2041.0,0.0,2041.0,0.0,1.0,13820.02
BTR-1001,2027-05,Retail,Home Depot,DC-West,0.17196914369180208,2988.0,690.0,2988.0,0.0,1.0,20232.35
BTR-1001,2027-05,Retail,Kroger,DC-Central,0.01789300712068651,311.0,72.0,311.0,0.0,1.0,2105.84
BTR-1001,2027-05,Retail,Lowe's,DC-Central,0.11358864341792953,1974.0,456.0,1974.0,0.0,1.0,13366.35
BTR-1001,2027-05,Retail,Target,DC-Central,0.10983430710242834,1908.0,441.0,1908.0,0.0,1.0,12919.45
BTR-1001,2027-05,Retail,Walmart,DC-East,0.13897891181303634,2415.0,558.0,2415.0,0.0,1.0,16352.45
BTR-1001,2027-05,Retail,Whole Foods,DC-East,0.03669892276793865,638.0,147.0,638.0,0.0,1.0,4320.03
BTR-1001,2027-06,Ecommerce,Amazon,DC-East,0.1900104984480555,3163.0,0.0,3163.0,0.0,1.0,21417.31
BTR-1001,2027-06,Retail,Costco,DC-West,0.10359229505203578,1725.0,398.0,1725.0,0.0,1.0,11680.32
BTR-1001,2027-06,Ecommerce,DTC Shopify,DC-West,0.11743427058608727,1955.0,0.0,1955.0,0.0,1.0,13237.7
BTR-1001,2027-06,Retail,Home Depot,DC-West,0.17196914369180208,2863.0,661.0,2863.0,0.0,1.0,19385.95
BTR-1001,2027-06,Retail,Kroger,DC-Central,0.01789300712068651,298.0,69.0,298.0,0.0,1.0,2017.82
BTR-1001,2027-06,Retail,Lowe's,DC-Central,0.11358864341792953,1891.0,437.0,1891.0,0.0,1.0,12804.34
BTR-1001,2027-06,Retail,Target,DC-Central,0.10983430710242834,1828.0,422.0,1828.0,0.0,1.0,12377.75
BTR-1001,2027-06,Retail,Walmart,DC-East,0.13897891181303634,2314.0,534.0,2314.0,0.0,1.0,15668.56
BTR-1001,2027-06,Retail,Whole Foods,DC-East,0.03669892276793865,611.0,141.0,611.0,0.0,1.0,4137.2
BTR-1001,2027-07,Ecommerce,Amazon,DC-East,0.1900104984480555,3211.0,0.0,3211.0,0.0,1.0,21742.32
BTR-1001,2027-07,Retail,Costco,DC-West,0.10359229505203578,1751.0,404.0,1751.0,0.0,1.0,11856.37
BTR-1001,2027-07,Ecommerce,DTC Shopify,DC-West,0.11743427058608727,1984.0,0.0,1984.0,0.0,1.0,13434.06
BTR-1001,2027-07,Retail,Home Depot,DC-West,0.17196914369180208,2906.0,671.0,2906.0,0.0,1.0,19677.11
BTR-1001,2027-07,Retail,Kroger,DC-Central,0.01789300712068651,302.0,70.0,302.0,0.0,1.0,2044.9
BTR-1001,2027-07,Retail,Lowe's,DC-Central,0.11358864341792953,1919.0,443.0,1919.0,0.0,1.0,12993.93
BTR-1001,2027-07,Retail,Target,DC-Central,0.10983430710242834,1856.0,429.0,1856.0,0.0,1.0,12567.35
BTR-1001,2027-07,Retail,Walmart,DC-East,0.13897891181303634,2348.0,542.0,2348.0,0.0,1.0,15898.78
BTR-1001,2027-07,Retail,Whole Foods,DC-East,0.03669892276793865,620.0,143.0,620.0,0.0,1.0,4198.14
BTR-1001,2027-08,Ecommerce,Amazon,DC-East,0.1900104984480555,3465.0,0.0,3465.0,0.0,1.0,23462.21
BTR-1001,2027-08,Retail,Costco,DC-West,0.10359229505203578,1889.0,436.0,1889.0,0.0,1.0,12790.8
BTR-1001,2027-08,Ecommerce,DTC Shopify,DC-West,0.11743427058608727,2141.0,0.0,2141.0,0.0,1.0,14497.14
BTR-1001,2027-08,Retail,Home Depot,DC-West,0.17196914369180208,3136.0,724.0,3136.0,0.0,1.0,21234.48
BTR-1001,2027-08,Retail,Kroger,DC-Central,0.01789300712068651,326.0,75.0,326.0,0.0,1.0,2207.41
BTR-1001,2027-08,Retail,Lowe's,DC-Central,0.11358864341792953,2071.0,478.0,2071.0,0.0,1.0,14023.16
BTR-1001,2027-08,Retail,Target,DC-Central,0.10983430710242834,2003.0,463.0,2003.0,0.0,1.0,13562.71
BTR-1001,2027-08,Retail,Walmart,DC-East,0.13897891181303634,2534.0,585.0,2534.0,0.0,1.0,17158.22
BTR-1001,2027-08,Retail,Whole Foods,DC-East,0.03669892276793865,669.0,155.0,669.0,0.0,1.0,4529.93
BTR-1002,2026-09,Ecommerce,Amazon,DC-East,0.1873471109236609,811.0,0.0,811.0,0.0,1.0,5877.56
BTR-1002,2026-09,Retail,Costco,DC-West,0.1026571067060312,444.0,103.0,444.0,0.0,1.0,3217.8
BTR-1002,2026-09,Ecommerce,DTC Shopify,DC-West,0.1093209616195698,473.0,0.0,473.0,0.0,1.0,3427.97
BTR-1002,2026-09,Retail,Home Depot,DC-West,0.1771826233656685,767.0,177.0,767.0,0.0,1.0,5558.68
BTR-1002,2026-09,Retail,Kroger,DC-Central,0.017756221003795866,77.0,18.0,77.0,0.0,1.0,558.04
BTR-1002,2026-09,Retail,Lowe's,DC-Central,0.12222690847743568,529.0,122.0,529.0,0.0,1.0,3833.82
BTR-1002,2026-09,Retail,Target,DC-Central,0.10759173344580346,466.0,108.0,466.0,0.0,1.0,3377.24
BTR-1002,2026-09,Retail,Walmart,DC-East,0.13551244200759174,586.0,135.0,586.0,0.0,1.0,4246.92
BTR-1002,2026-09,Retail,Whole Foods,DC-East,0.040404892450442854,175.0,40.0,175.0,0.0,1.0,1268.28
BTR-1002,2026-10,Ecommerce,Amazon,DC-East,0.1873471109236609,1121.0,0.0,1121.0,0.0,1.0,8124.22
BTR-1002,2026-10,Retail,Costco,DC-West,0.1026571067060312,614.0,142.0,614.0,0.0,1.0,4449.84
BTR-1002,2026-10,Ecommerce,DTC Shopify,DC-West,0.1093209616195698,654.0,0.0,654.0,0.0,1.0,4739.73
BTR-1002,2026-10,Retail,Home Depot,DC-West,0.1771826233656685,1060.0,245.0,1060.0,0.0,1.0,7682.14
BTR-1002,2026-10,Retail,Kroger,DC-Central,0.017756221003795866,106.0,24.0,106.0,0.0,1.0,768.21
BTR-1002,2026-10,Retail,Lowe's,DC-Central,0.12222690847743568,731.0,169.0,731.0,0.0,1.0,5297.78
BTR-1002,2026-10,Retail,Target,DC-Central,0.10759173344580346,644.0,149.0,644.0,0.0,1.0,4667.26
BTR-1002,2026-10,Retail,Walmart,DC-East,0.13551244200759174,810.0,187.0,810.0,0.0,1.0,5870.31
BTR-1002,2026-10,Retail,Whole Foods,DC-East,0.040404892450442854,242.0,56.0,242.0,0.0,1.0,1753.85
BTR-1002,2026-11,Ecommerce,Amazon,DC-East,0.1873471109236609,1450.0,0.0,1450.0,0.0,1.0,10508.58
BTR-1002,2026-11,Retail,Costco,DC-West,0.1026571067060312,795.0,184.0,795.0,0.0,1.0,5761.6
BTR-1002,2026-11,Ecommerce,DTC Shopify,DC-West,0.1093209616195698,846.0,0.0,846.0,0.0,1.0,6131.22
BTR-1002,2026-11,Retail,Home Depot,DC-West,0.1771826233656685,1372.0,317.0,1372.0,0.0,1.0,9943.3
BTR-1002,2026-11,Retail,Kroger,DC-Central,0.017756221003795866,137.0,32.0,137.0,0.0,1.0,992.88
BTR-1002,2026-11,Retail,Lowe's,DC-Central,0.12222690847743568,946.0,218.0,946.0,0.0,1.0,6855.95
BTR-1002,2026-11,Retail,Target,DC-Central,0.10759173344580346,833.0,192.0,833.0,0.0,1.0,6037.0
BTR-1002,2026-11,Retail,Walmart,DC-East,0.13551244200759174,1049.0,242.0,1049.0,0.0,1.0,7602.42
BTR-1002,2026-11,Retail,Whole Foods,DC-East,0.040404892450442854,313.0,72.0,313.0,0.0,1.0,2268.4
BTR-1002,2026-12,Ecommerce,Amazon,DC-East,0.1873471109236609,1627.0,0.0,1627.0,0.0,1.0,11791.36
BTR-1002,2026-12,Retail,Costco,DC-West,0.1026571067060312,892.0,206.0,892.0,0.0,1.0,6464.59
BTR-1002,2026-12,Ecommerce,DTC Shopify,DC-West,0.1093209616195698,950.0,0.0,950.0,0.0,1.0,6884.94
BTR-1002,2026-12,Retail,Home Depot,DC-West,0.1771826233656685,1539.0,355.0,1539.0,0.0,1.0,11153.59
BTR-1002,2026-12,Retail,Kroger,DC-Central,0.017756221003795866,154.0,36.0,154.0,0.0,1.0,1116.08
BTR-1002,2026-12,Retail,Lowe's,DC-Central,0.12222690847743568,1062.0,245.0,1062.0,0.0,1.0,7696.63
BTR-1002,2026-12,Retail,Target,DC-Central,0.10759173344580346,935.0,216.0,935.0,0.0,1.0,6776.23
BTR-1002,2026-12,Retail,Walmart,DC-East,0.13551244200759174,1177.0,272.0,1177.0,0.0,1.0,8530.07
BTR-1002,2026-12,Retail,Whole Foods,DC-East,0.040404892450442854,351.0,81.0,351.0,0.0,1.0,2543.8
BTR-1002,2027-01,Ecommerce,Amazon,DC-East,0.1873471109236609,742.0,0.0,742.0,0.0,1.0,5377.5
BTR-1002,2027-01,Retail,Costco,DC-West,0.1026571067060312,406.0,94.0,406.0,0.0,1.0,2942.4
BTR-1002,2027-01,Ecommerce,DTC Shopify,DC-West,0.1093209616195698,433.0,0.0,433.0,0.0,1.0,3138.08
BTR-1002,2027-01,Retail,Home Depot,DC-West,0.1771826233656685,701.0,162.0,701.0,0.0,1.0,5080.36
BTR-1002,2027-01,Retail,Kroger,DC-Central,0.017756221003795866,70.0,16.0,70.0,0.0,1.0,507.31
BTR-1002,2027-01,Retail,Lowe's,DC-Central,0.12222690847743568,484.0,112.0,484.0,0.0,1.0,3507.69
BTR-1002,2027-01,Retail,Target,DC-Central,0.10759173344580346,426.0,98.0,426.0,0.0,1.0,3087.35
BTR-1002,2027-01,Retail,Walmart,DC-East,0.13551244200759174,536.0,124.0,536.0,0.0,1.0,3884.55
BTR-1002,2027-01,Retail,Whole Foods,DC-East,0.040404892450442854,160.0,37.0,160.0,0.0,1.0,1159.57
BTR-1002,2027-02,Ecommerce,Amazon,DC-East,0.1873471109236609,718.0,0.0,718.0,0.0,1.0,5203.56
BTR-1002,2027-02,Retail,Costco,DC-West,0.1026571067060312,393.0,91.0,393.0,0.0,1.0,2848.19
BTR-1002,2027-02,Ecommerce,DTC Shopify,DC-West,0.1093209616195698,419.0,0.0,419.0,0.0,1.0,3036.62
BTR-1002,2027-02,Retail,Home Depot,DC-West,0.1771826233656685,679.0,157.0,679.0,0.0,1.0,4920.92
BTR-1002,2027-02,Retail,Kroger,DC-Central,0.017756221003795866,68.0,16.0,68.0,0.0,1.0,492.82
BTR-1002,2027-02,Retail,Lowe's,DC-Central,0.12222690847743568,468.0,108.0,468.0,0.0,1.0,3391.74
BTR-1002,2027-02,Retail,Target,DC-Central,0.10759173344580346,412.0,95.0,412.0,0.0,1.0,2985.89
BTR-1002,2027-02,Retail,Walmart,DC-East,0.13551244200759174,519.0,120.0,519.0,0.0,1.0,3761.35
BTR-1002,2027-02,Retail,Whole Foods,DC-East,0.040404892450442854,155.0,36.0,155.0,0.0,1.0,1123.33
BTR-1002,2027-03,Ecommerce,Amazon,DC-East,0.1873471109236609,771.0,0.0,771.0,0.0,1.0,5587.67
BTR-1002,2027-03,Retail,Costco,DC-West,0.1026571067060312,422.0,97.0,422.0,0.0,1.0,3058.36
BTR-1002,2027-03,Ecommerce,DTC Shopify,DC-West,0.1093209616195698,450.0,0.0,450.0,0.0,1.0,3261.28
BTR-1002,2027-03,Retail,Home Depot,DC-West,0.1771826233656685,729.0,168.0,729.0,0.0,1.0,5283.28
BTR-1002,2027-03,Retail,Kroger,DC-Central,0.017756221003795866,73.0,17.0,73.0,0.0,1.0,529.05
BTR-1002,2027-03,Retail,Lowe's,DC-Central,0.12222690847743568,503.0,116.0,503.0,0.0,1.0,3645.39
BTR-1002,2027-03,Retail,Target,DC-Central,0.10759173344580346,443.0,102.0,443.0,0.0,1.0,3210.55
BTR-1002,2027-03,Retail,Walmart,DC-East,0.13551244200759174,557.0,129.0,557.0,0.0,1.0,4036.75
BTR-1002,2027-03,Retail,Whole Foods,DC-East,0.040404892450442854,166.0,38.0,166.0,0.0,1.0,1203.05
BTR-1002,2027-04,Ecommerce,Amazon,DC-East,0.1873471109236609,776.0,0.0,776.0,0.0,1.0,5623.9
BTR-1002,2027-04,Retail,Costco,DC-West,0.1026571067060312,425.0,98.0,425.0,0.0,1.0,3080.1
BTR-1002,2027-04,Ecommerce,DTC Shopify,DC-West,0.1093209616195698,453.0,0.0,453.0,0.0,1.0,3283.03
BTR-1002,2027-04,Retail,Home Depot,DC-West,0.1771826233656685,734.0,170.0,734.0,0.0,1.0,5319.52
BTR-1002,2027-04,Retail,Kroger,DC-Central,0.017756221003795866,74.0,17.0,74.0,0.0,1.0,536.3
BTR-1002,2027-04,Retail,Lowe's,DC-Central,0.12222690847743568,507.0,117.0,507.0,0.0,1.0,3674.38
BTR-1002,2027-04,Retail,Target,DC-Central,0.10759173344580346,446.0,103.0,446.0,0.0,1.0,3232.3
BTR-1002,2027-04,Retail,Walmart,DC-East,0.13551244200759174,562.0,130.0,562.0,0.0,1.0,4072.98
BTR-1002,2027-04,Retail,Whole Foods,DC-East,0.040404892450442854,167.0,39.0,167.0,0.0,1.0,1210.3
BTR-1002,2027-05,Ecommerce,Amazon,DC-East,0.1873471109236609,736.0,0.0,736.0,0.0,1.0,5334.01
BTR-1002,2027-05,Retail,Costco,DC-West,0.1026571067060312,403.0,93.0,403.0,0.0,1.0,2920.66
BTR-1002,2027-05,Ecommerce,DTC Shopify,DC-West,0.1093209616195698,429.0,0.0,429.0,0.0,1.0,3109.09
BTR-1002,2027-05,Retail,Home Depot,DC-West,0.1771826233656685,696.0,161.0,696.0,0.0,1.0,5044.12
BTR-1002,2027-05,Retail,Kroger,DC-Central,0.017756221003795866,70.0,16.0,70.0,0.0,1.0,507.31
BTR-1002,2027-05,Retail,Lowe's,DC-Central,0.12222690847743568,480.0,111.0,480.0,0.0,1.0,3478.7
BTR-1002,2027-05,Retail,Target,DC-Central,0.10759173344580346,423.0,98.0,423.0,0.0,1.0,3065.61
BTR-1002,2027-05,Retail,Walmart,DC-East,0.13551244200759174,532.0,123.0,532.0,0.0,1.0,3855.56
BTR-1002,2027-05,Retail,Whole Foods,DC-East,0.040404892450442854,159.0,37.0,159.0,0.0,1.0,1152.32
BTR-1002,2027-06,Ecommerce,Amazon,DC-East,0.1873471109236609,696.0,0.0,696.0,0.0,1.0,5044.12
BTR-1002,2027-06,Retail,Costco,DC-West,0.1026571067060312,381.0,88.0,381.0,0.0,1.0,2761.22
BTR-1002,2027-06,Ecommerce,DTC Shopify,DC-West,0.1093209616195698,406.0,0.0,406.0,0.0,1.0,2942.4
BTR-1002,2027-06,Retail,Home Depot,DC-West,0.1771826233656685,658.0,152.0,658.0,0.0,1.0,4768.72
BTR-1002,2027-06,Retail,Kroger,DC-Central,0.017756221003795866,66.0,15.0,66.0,0.0,1.0,478.32
BTR-1002,2027-06,Retail,Lowe's,DC-Central,0.12222690847743568,454.0,105.0,454.0,0.0,1.0,3290.27
BTR-1002,2027-06,Retail,Target,DC-Central,0.10759173344580346,399.0,92.0,399.0,0.0,1.0,2891.67
BTR-1002,2027-06,Retail,Walmart,DC-East,0.13551244200759174,503.0,116.0,503.0,0.0,1.0,3645.39
BTR-1002,2027-06,Retail,Whole Foods,DC-East,0.040404892450442854,150.0,35.0,150.0,0.0,1.0,1087.1
BTR-1002,2027-07,Ecommerce,Amazon,DC-East,0.1873471109236609,697.0,0.0,697.0,0.0,1.0,5051.37
BTR-1002,2027-07,Retail,Costco,DC-West,0.1026571067060312,382.0,88.0,382.0,0.0,1.0,2768.47
BTR-1002,2027-07,Ecommerce,DTC Shopify,DC-West,0.1093209616195698,407.0,0.0,407.0,0.0,1.0,2949.65
BTR-1002,2027-07,Retail,Home Depot,DC-West,0.1771826233656685,659.0,152.0,659.0,0.0,1.0,4775.97
BTR-1002,2027-07,Retail,Kroger,DC-Central,0.017756221003795866,66.0,15.0,66.0,0.0,1.0,478.32
BTR-1002,2027-07,Retail,Lowe's,DC-Central,0.12222690847743568,455.0,105.0,455.0,0.0,1.0,3297.52
BTR-1002,2027-07,Retail,Target,DC-Central,0.10759173344580346,400.0,92.0,400.0,0.0,1.0,2898.92
BTR-1002,2027-07,Retail,Walmart,DC-East,0.13551244200759174,504.0,116.0,504.0,0.0,1.0,3652.64
BTR-1002,2027-07,Retail,Whole Foods,DC-East,0.040404892450442854,150.0,35.0,150.0,0.0,1.0,1087.1
BTR-1002,2027-08,Ecommerce,Amazon,DC-East,0.1873471109236609,742.0,0.0,742.0,0.0,1.0,5377.5
BTR-1002,2027-08,Retail,Costco,DC-West,0.1026571067060312,407.0,94.0,407.0,0.0,1.0,2949.65
BTR-1002,2027-08,Ecommerce,DTC Shopify,DC-West,0.1093209616195698,433.0,0.0,433.0,0.0,1.0,3138.08
BTR-1002,2027-08,Retail,Home Depot,DC-West,0.1771826233656685,702.0,162.0,702.0,0.0,1.0,5087.6
BTR-1002,2027-08,Retail,Kroger,DC-Central,0.017756221003795866,70.0,16.0,70.0,0.0,1.0,507.31
BTR-1002,2027-08,Retail,Lowe's,DC-Central,0.12222690847743568,484.0,112.0,484.0,0.0,1.0,3507.69
BTR-1002,2027-08,Retail,Target,DC-Central,0.10759173344580346,426.0,98.0,426.0,0.0,1.0,3087.35
BTR-1002,2027-08,Retail,Walmart,DC-East,0.13551244200759174,537.0,124.0,537.0,0.0,1.0,3891.8
BTR-1002,2027-08,Retail,Whole Foods,DC-East,0.040404892450442854,160.0,37.0,160.0,0.0,1.0,1159.57
BTR-1003,2026-09,Ecommerce,Amazon,DC-East,0.18185538881309687,490.0,0.0,490.0,0.0,1.0,3951.16
BTR-1003,2026-09,Retail,Costco,DC-West,0.10034106412005457,271.0,63.0,271.0,0.0,1.0,2185.24
BTR-1003,2026-09,Ecommerce,DTC Shopify,DC-West,0.11050477489768076,298.0,0.0,298.0,0.0,1.0,2402.95
BTR-1003,2026-09,Retail,Home Depot,DC-West,0.17141882673942702,462.0,107.0,462.0,0.0,1.0,3725.38
BTR-1003,2026-09,Retail,Kroger,DC-Central,0.019167803547066847,52.0,12.0,52.0,0.0,1.0,419.31
